-0.072979,7.7482,-5.9239,5.3417,-4.9985,1.0269,4.8354,3.3727,-0.59032,1.9373,-6.2036,4.1266,3.0669,-3.7112,-5.1541,6.0209,5.2403,-2.2065,6.1745,9.1161
-3.7546,8.4195,-1.0111,2.8923,-1.7899,0.98471,2.8516,0.35097,6.1058,10.001,1.3227,4.4876,1.3481,-11.224,4.5301,14.952,5.5458,-14.496,-5.3676,-5.4945
1.0136,0.21165,-3.0987,-6.0905,1.1937,1.6902,7.0613,0.44925,-7.6117,15.321,-2.8968,-2.1163,4.1729,-5.6176,-0.61798,-6.3338,-6.3367,10.815,4.4798,6.3004
-0.48129,0.38959,3.899,-5.5558,-1.8087,2.403,-7.9051,-3.544,-2.9293,-5.4385,4.4895,-3.5926,-3.2124,-1.6522,-11.075,-2.3984,-9.4153,1.3954,-1.7054,0.012321
-11.392,12.536,-10.76,-3.5825,8.1231,14.526,3.2808,6.1462,-2.3502,14.837,-6.5013,10.071,14.117,-14.849,-5.5556,6.0456,5.9147,-13.219,6.8243,-3.2503
-2.2556,3.6634,1.8996,-6.4049,2.1158,1.3386,1.385,-2.5938,0.85127,16.924,4.3066,-2.4695,0.62937,-14.532,1.594,4.4045,-7.6487,-2.9622,-6.3535,-4.0209
12.034,-11.822,4.3392,4.787,-3.7267,-11.544,4.5296,-3.9647,0.67461,-13.095,-1.1372,-7.0688,-11.133,15.878,6.3285,-1.9635,-2.4547,12.279,-7.2887,-0.20474
5.6252,-1.5612,-0.2655,2.7816,0.13018,-4.9956,0.47352,-2.0412,2.8529,-9.3955,-3.4737,-5.114,-7.4732,0.59209,-5.6833,6.7894,-4.7608,1.8426,-6.9196,2.142
-4.874,2.6645,-3.4096,-6.6092,9.6756,3.7947,-2.3001,2.1379,-1.3651,2.6231,0.11046,-0.33313,4.2304,-5.6472,2.1713,-0.48426,0.56098,-1.6931,1.7446,-1.7504
-6.7236,9.5414,-10.67,22.016,-5.3631,13.839,-1.9003,8.363,9.1186,-19.664,-15.983,19.973,7.7288,6.115,-22.696,13.026,18.07,-26.923,7.964,-2.062
2.5139,-0.15537,3.2658,-13.36,7.4941,-7.9591,4.3737,-5.1241,-1.5249,14.377,8.5161,-11.12,-5.7055,-11.766,17.095,6.951,-7.836,5.5089,-13.053,-5.8339
4.6307,-7.6001,6.2928,4.5332,0.94824,-9.3378,-1.3387,-2.236,8.6534,-3.047,2.8244,-4.9773,-7.5938,2.9091,8.5946,0.43428,-1.9306,1.0988,-8.5276,-2.6999
