1.4539,-1.9696,-4.4264,-8.8589,7.4244,7.7521,5.3104,-8.4071,5.5188,1.5636
3.8113,-6.3613,0.80747,-6.6414,10.277,4.5621,6.2575,-8.3699,4.8283,5.357
3.4473,1.1765,-2.046,-5.0688,1.0772,7.6699,3.7326,-5.3939,3.3752,8.337
-1.7009,1.0242,-1.867,3.4293,-3.4512,-2.7898,-1.4318,2.7239,-1.9473,1.4061
-0.61738,-3.1712,-7.4977,-7.6404,7.6157,5.2303,5.6789,-8.3957,4.97,2.7705
-3.0335,-0.47029,-6.8215,-7.6408,5.8796,4.1661,2.4481,-5.3024,4.4617,-8.1207
-1.0946,-0.11342,1.7915,2.0665,-0.69106,-3.1178,-1.9896,2.5644,-1.5081,-4.4479
-4.639,0.23529,-3.4979,1.5956,-0.60678,-4.373,-2.1537,2.5801,-1.5357,-7.641
3.4621,1.1668,3.6252,0.25104,-1.6826,2.3726,0.24895,-0.0043726,-0.11767,5.1884
3.382,0.76225,1.6466,-3.3984,1.3552,5.1602,2.0561,-3.1689,2.1636,3.2948
1.4282,2.2193,4.1752,5.8692,-6.2891,-2.4323,-2.9506,4.797,-3.5768,4.3916
0.97169,-1.9456,-10.276,-11.372,8.6201,10.982,8.4138,-11.938,7.7128,7.3954
-2.3859,1.3921,-0.28847,2.8471,-2.8192,-3.3891,-2.6421,3.5818,-2.0539,-4.4611
1.3351,-0.75151,-2.1189,-0.36309,0.16467,2.1291,2.444,-2.13,0.82717,8.6755
-0.096321,2.4417,-0.98569,-3.3765,-0.014497,3.4995,0.33019,-1.4119,1.704,-3.2433
3.5557,1.9924,8.3039,2.9115,-3.816,-0.51971,-2.6167,3.5422,-2.2319,0.25266
0.15184,1.7716,0.76034,-0.14292,-1.8227,0.81448,-1.0791,0.71755,-0.19438,-1.3335
-3.4554,-2.1801,-3.5117,-1.0062,3.1418,-2.6271,-0.10175,-0.32236,0.55673,-6.6459
4.6634,-0.55773,7.2979,0.27079,0.27733,1.3646,0.0803,-0.004494,0.0020614,2.8273
5.4907,-1.0539,18.243,12.67,-6.9378,-9.5482,-6.3424,10.707,-7.5941,3.2646
2.9711,1.467,1.6584,0.74107,-2.778,2.6716,0.64286,-0.23306,-0.2189,7.8974
7.5231,-1.7554,0.0067675,-9.7462,6.583,12.672,8.1351,-11.052,6.7883,13.582
-0.83657,3.414,4.9883,8.8099,-8.5436,-6.3876,-5.9303,8.6323,-5.5431,-1.1355
5.1039,1.2817,13.294,4.1725,-3.2381,-2.0632,-3.6235,4.8751,-2.9506,-2.2954
0.93945,1.4888,4.2172,3.6539,-3.7679,-2.0762,-2.555,3.8849,-2.3907,-0.0097293
2.8208,1.5399,9.9713,7.7583,-6.3641,-5.0963,-4.6402,7.2524,-5.0647,0.8042
-1.418,2.1605,3.1331,4.6872,-4.613,-4.4314,-4.2079,5.6914,-3.1658,-5.553
5.704,1.0536,8.5629,5.6426,-5.3652,-0.55322,-1.2809,3.3743,-3.0068,10.781
1.1607,-1.0219,-0.3366,-1.09,1.5818,1.2517,1.5403,-1.8916,0.86874,3.0537
2.6482,-0.63373,1.8708,1.8404,-0.90988,0.097715,0.55286,0.11224,-0.70248,7.9599
2.6582,-1.488,-1.7185,-3.1399,2.555,4.1989,3.839,-4.7556,2.3944,9.1595
3.2115,-2.2583,0.78695,-4.8748,5.4536,4.9481,3.8035,-5.3296,3.5422,3.7804
-4.3126,-0.43165,-1.5017,1.2097,0.41372,-4.7851,-2.4566,2.743,-1.2853,-10.711
-0.20298,2.121,3.8769,8.0543,-7.4465,-5.8324,-4.3427,7.1064,-5.001,2.2475
5.0239,0.74503,3.6847,-3.6452,1.0637,6.3314,2.3149,-3.6129,2.3174,5.3027
-6.7912,2.0199,-1.8964,7.3664,-5.7798,-9.758,-6.3328,8.4222,-5.2138,-10.814
0.9,3.9872,3.7118,0.3066,-3.8523,1.3974,-2.5191,2.1036,-0.86449,-3.9226
-2.3247,1.9393,-4.7146,-2.6855,-0.042976,1.9469,0.27376,-1.3116,1.0901,-3.7005
-3.7252,0.20108,-0.04545,4.5506,-2.6781,-6.2056,-3.7185,4.9295,-3.1137,-6.609
0.67515,-3.5829,-2.0053,-2.078,4.7072,1.0625,3.2805,-3.8295,1.7328,4.3486
0.30653,1.8304,-0.51107,0.28062,-2.1075,1.3798,-0.32377,0.36226,-0.23657,1.9856
-0.62017,-2.9716,-0.98338,-6.1965,7.9217,2.1457,2.1539,-4.3386,3.2716,-8.2267
1.2813,-0.96937,3.055,1.8872,-0.32168,-1.4518,-0.44146,1.0394,-0.85214,1.5316
4.0923,-2.5418,13.943,7.2325,-1.8427,-6.7576,-3.7439,6.1672,-4.5479,-0.78083
4.2677,-0.29679,10.225,13.101,-9.3084,-7.9791,-4.0868,8.8154,-6.9946,13.402
8.7569,-2.6812,19.357,10.689,-4.4116,-6.2771,-3.5533,7.4998,-6.0446,9.7138
2.0449,-1.622,6.5115,5.8931,-2.0265,-4.9785,-2.0185,4.2005,-3.2272,3.2691
-2.2661,-0.18693,-13.463,-13.237,8.3341,10.922,7.1717,-11.592,7.7701,0.070471
6.8033,2.6127,14.929,9.3692,-8.673,-3.5304,-4.6267,7.8654,-5.5691,7.3414
4.2722,-3.4482,1.6446,-6.8399,7.7448,6.11,4.9743,-6.9611,4.3859,3.3973
