-10.849,7.9444,-13.299,-1.1679,-5.145,3.4875,9.2689,-6.9848,-8.5655,7.5626,-3.246,2.8556,1.1104,-4.2802,5.9941,3.8973,-3.6084,2.1574,8.7718,6.4162,2.4036,5.8092,1.5532,2.3227,6.6081,-1.5862,8.5702,-15.202,-4.3666,2.5096
10.096,-5.5354,22.807,2.7684,3.0328,-0.64459,-1.7931,6.1895,4.6011,-11.168,6.8726,-1.7263,-6.6954,15.006,0.51146,-3.4926,-8.9829,4.3026,-6.9027,-6.6592,-9.3889,-4.0527,3.8096,-1.3147,-3.0015,-0.030232,3.2074,10.923,10.788,-1.4
-5.826,7.7053,-1.3607,-6.1315,5.2018,4.9299,0.76791,6.8473,-0.9654,15.191,-2.9334,9.1745,1.5624,-7.1874,-1.7425,0.4625,-0.29686,3.2179,-2.5687,-7.0418,-7.1167,-0.091001,-4.8188,1.4338,-0.46164,7.0457,5.5462,-3.0719,2.3813,8.0603
2.7655,-0.82504,-8.3294,7.0909,-13.878,7.4287,1.5999,-2.0847,-10.303,-4.1199,-11.578,-8.3403,2.587,8.5481,6.2903,16.831,1.8218,-30.228,-4.2418,20.125,11.136,-9.7018,-5.3072,5.9825,-9.0251,-6.7696,1.4058,-2.246,-21.318,0.35982
21.673,2.1991,9.7224,-0.44896,7.4035,9.6167,0.44552,3.7209,4.3168,-8.286,1.2359,8.7793,-7.3199,17.303,-8.125,-6.4239,0.83756,-6.1868,-7.7123,10.138,0.57671,-4.8923,-10.405,1.3014,-21.577,2.7581,6.1405,7.1943,-3.6554,-4.8607
-3.4914,-3.2269,-9.841,-2.1072,0.89272,-1.5499,0.31154,1.3591,0.50781,4.8343,-5.4858,4.5478,20.006,-14.553,-4.1329,2.7031,5.164,-0.69928,11.993,3.7494,3.2765,1.4143,-1.9647,3.0945,3.8762,4.3278,-6.4642,5.2127,8.5091,-0.61719
8.6943,-2.2246,-2.8641,-20.06,11.963,1.9802,0.74414,1.696,-4.5744,-0.5339,-7.0556,5.9739,9.035,2.1552,9.8227,10.008,4.1855,-19.354,1.9774,16.493,-1.7926,-3.2717,-17.682,-1.1983,-1.983,15.862,-4.8314,1.6478,-0.33664,-5.1926
21.672,-2.6091,13.171,-1.2071,-5.3345,22.271,20.563,7.7184,-10.551,-8.8716,8.1938,16.14,-2.9392,24.817,-5.2749,-4.8006,5.49,-15.95,7.5459,6.2683,4.5878,-12.882,-7.5665,-5.6004,-5.6785,0.21492,6.2699,4.7555,-14.162,-2.259
7.2661,-6.248,2.8649,-9.0206,10.027,-0.26436,-2.9801,1.4069,-0.11432,-5.7031,0.30575,2.917,9.0095,0.61557,2.381,3.0302,1.4221,-5.9661,1.2731,5.9854,-2.6402,-1.8763,-7.9479,-2.408,-1.1699,7.248,-7.785,8.0574,7.1481,-3.7922
12.607,-16.739,20.261,-4.1763,2.6544,1.2086,1.6395,5.4544,0.38507,-12.258,12.021,3.2502,10.645,7.6573,-1.4578,-3.0121,5.8141,-2.0995,8.1943,-13.159,-4.8402,-5.9519,6.9394,-11.115,11.679,3.4234,-15.438,17.292,9.5092,-1.1957
