-3.3608,18.22,-3.5882,-19.563,1.2913,3.5408,15.412,-0.24238,-5.4828,9.8568,8.287,-6.7423,7.8612,4.054,6.0658,16.073,-3.7077,9.3239,-10.838,18.791,-0.50902,-1.3578,4.911,1.4523,14.143,-2.0266,15.069,-7.3984,4.6607,9.9644,8.1107,-13.622,13.626,-17.809,1.2203,-0.74862,-4.6048,7.2047,10.658,-16.91,-27.809,-5.6213,5.0334,13.538,9.1701,5.2035,4.2794,28.413,5.8783,-3.7621,6.6611,-6.5941,-9.1519,9.1094,-12.546,-20.621,-19.186,-12.193,-11.651,22.582
-5.6158,17.915,9.5204,0.54844,12.63,13.858,-22.479,-27.996,-3.6097,-4.985,15.717,22.809,-13.466,-8.317,-3.5764,-14.031,0.26824,-12.79,9.57,39.401,-13.756,5.4403,17.137,1.6149,-5.1795,6.8214,-16.337,3.2623,24.271,4.0817,-5.4024,7.1358,-1.5885,5.4465,18.257,21.06,-14.028,2.8485,-17.547,6.9899,1.5186,-9.6989,-27.541,18.416,5.1152,1.6847,1.6043,-10.514,10.632,4.0113,-9.4616,-15.199,-2.9965,-12.162,-4.546,29.883,14.026,-19.559,20.17,0.64357
29.759,-34.028,-7.7172,-10.172,15.315,-25.947,-19.69,33.814,16.949,11.847,-33.917,-13.273,19.902,-16.065,17.632,-8.5109,17.086,12.269,-14.71,-30.223,4.9892,4.8663,-10.396,-5.0726,4.8345,-30.32,2.45,-31.64,-23.816,-9.0597,-10.865,-23.181,-12.964,-24.021,-24.995,-19.961,17.611,14.928,26.905,2.6101,0.18636,9.653,1.1101,-2.2213,-42.322,-6.588,0.052656,6.652,6.0592,18.413,-8.1758,3.134,22.868,17.526,31.644,-30.759,-8.4991,23.192,6.7224,6.661
3.4189,8.5928,-5.7762,8.7853,-6.5188,-17.155,5.6538,-11.953,-22.684,10.392,6.2324,28.63,12.121,-3.6158,18.19,-13.525,-6.5467,-18.352,19.857,5.4936,18.348,-6.1758,-9.2246,6.7723,2.2739,4.0938,-14.477,29.3,14.091,17.338,-8.6126,10.723,4.0633,7.4454,21.56,14.864,-15.435,3.6869,-2.8277,-20.36,-3.8238,-23.605,2.8468,-0.98562,21.656,-4.7826,-15.755,-2.097,21.008,-19.288,-7.8453,-19.599,1.7421,-18.51,-15.453,24.621,-2.4792,-10.851,-2.6462,-3.2018
5.3718,1.1295,-3.585,2.188,11.036,-3.414,0.30757,4.6692,-11.315,2.9433,-1.1964,-2.7778,0.95644,21.773,1.7277,-7.5096,15.37,-6.878,6.3649,10.816,22.726,-7.0738,-5.1691,-0.17846,-15.448,10.646,-1.3136,24.01,4.5773,-6.7485,-21.555,3.3664,-9.4957,-12.372,0.65271,0.88629,1.4069,1.5708,-2.5422,-9.5483,-5.8094,-0.88826,1.0432,23.908,-13.945,11.952,-7.5723,2.0711,-14.46,-8.329,-5.8085,15.731,3.6669,11.682,-5.8023,-10.068,-0.35215,6.8334,7.0213,-1.1594
-2.6526,-1.0711,1.3582,-0.19804,-10.085,-19.382,25.885,2.9758,-10.19,-2.9712,7.4214,-2.3281,18.158,26.697,22.293,6.4241,16.668,-1.1116,-1.8991,-17.941,-3.7341,-18.159,-20.796,-2.7715,1.6035,-11.341,1.6686,12.876,-9.0063,-3.6731,6.0603,-12.446,-8.7807,-5.9189,-28.418,8.5711,-6.1792,2.3494,3.4025,-16.073,-11.657,1.6496,16.93,10.343,13.437,8.3987,-3.734,-2.476,-2.2528,-5.105,9.8346,12.986,20.937,2.7154,-10.133,-31.467,-11.09,17.164,-29.549,21.086
14.722,7.6533,-15.324,-19.386,-31.002,-30.912,-7.3051,12.299,3.8448,13.069,-5.6752,28.622,23.931,-5.3322,8.8816,-29.078,23.339,2.0138,-2.1231,-11.018,11.468,12.026,11.045,-17.098,-2.8151,-26.205,-4.2011,23.298,7.239,9.3067,-45.051,19.572,6.9094,-20.461,-2.729,18.105,-3.5491,-7.4286,-5.378,-4.6809,-28.198,2.1813,8.7695,24.009,-35.076,28.037,-10.923,-15.882,-22.45,18.227,1.3518,-21.055,-5.1802,-1.3053,-3.5341,37.55,-14.801,-33.864,-19.083,-17.176
-2.6772,16.835,-6.0773,-16.481,-3.0614,-17.938,-8.6647,-18.097,18.131,2.2168,-10.015,-16.409,-4.9551,9.1866,0.86528,23.188,19.905,2.5331,20.38,-30.531,14.283,7.5628,14.23,16.761,-2.4235,11.306,38.304,-5.6638,5.8213,-7.9514,-17.141,-7.6634,-24.404,-7.1727,-3.6748,21.098,-16.448,-9.9317,-7.6749,19.126,-0.49322,22.856,6.0012,3.9342,-9.4247,-12.658,-35.476,-3.9511,-9.193,8.439,-7.6973,-11.935,-10.389,-1.1168,16.375,3.2697,-6.7229,2.8708,-11.803,-2.5618
5.9616,8.4392,-17.61,-20.559,3.2315,-15.603,-25.125,5.238,9.0692,16.968,-5.4363,14.15,-16.527,-3.5822,11.763,-13.943,24.339,3.5386,19.199,11.042,8.822,13.622,-3.037,21.608,-21.735,-12.537,0.16583,-4.7762,5.5658,9.6863,-25.905,-18.491,-17.619,-20.77,-2.5703,3.8567,-9.9799,-10.993,-18.254,7.6481,-10.619,-5.4254,17.347,17.384,-0.42654,3.4222,-12.615,-0.37909,5.2496,0.97056,-18.784,-2.045,25.636,-3.7847,32.283,-0.35051,12.207,-11.659,-2.7982,9.6464
3.0376,9.8517,-1.8421,11.556,-14.03,4.02,1.6406,3.172,0.059011,-18.618,14.205,-5.6196,11.406,-1.9236,8.3072,-6.9391,-7.746,-10.918,-13.479,13.293,-20.492,-10.099,4.7396,-9.0676,-5.3712,3.5224,5.6286,9.9318,-19.394,22.485,28.946,-16.13,-19.835,1.0753,0.75011,-6.7459,-5.944,10.041,-10.603,12.083,-4.3263,-25.366,14.294,-8.8452,43.583,-7.3186,11.399,12.907,-2.3183,-29.01,-12.317,12.849,9.6068,-11.895,-3.3565,2.9775,0.19535,12.358,-6.2999,20.174
