4.1006,-20.155,1.3462,-6.7504,-9.6931,-9.8234,13.391,0.55492,-0.76247,2.0082,6.5251,0.37848,-4.0277,14.353,16.879,4.1579,12.971,-26.228,-3.3792,2.5987,-3.0958,-12.167,1.1949,6.7388,15.218,-0.26912,-15.67,13.227,8.2388,6.8519,8.2151,7.2653,10.249,10.939,13.71,-17.597,1.7471,-1.1275,-7.2315,5.153
-0.11826,3.0061,-4.5426,-3.8228,-7.2087,-7.7041,12.065,-2.0511,1.9981,0.63374,0.54958,5.034,11.476,0.64389,13.871,-14.418,16.188,-15.876,-18.994,-9.1973,16.704,-2.4226,-14.904,9.784,29.063,15.504,-6.9551,13.618,-12.886,1.2956,6.1396,-8.6452,18.754,3.535,5.4579,-24.081,24.785,12.034,-2.5333,2.7928
6.9564,-0.078748,-5.5792,4.3381,-3.4927,6.9737,3.3782,1.7869,0.342,2.3263,-9.0182,16.883,-18.7,12.44,-1.3025,5.4332,-2.0849,-6.078,19.346,0.7121,0.62423,9.7419,-2.5721,-18.713,-1.7598,-15.896,0.82729,12.462,7.9055,-8.8515,-8.8111,-1.1237,-17.067,-7.4726,5.2987,-9.3786,-0.27254,-2.4545,4.7421,17.107
-1.1445,-8.7056,-2.433,-2.5044,-6.7684,-6.1003,6.5034,3.6479,1.8989,15.657,16.465,-21.41,3.6486,3.1896,4.2725,4.9259,9.0043,-0.027382,-0.61587,4.5733,-7.8344,-9.3853,-9.0603,15.441,4.1366,4.403,-13.268,1.5029,12.27,20.197,12.477,3.5413,12.312,2.2782,6.9125,4.8152,-6.0829,6.4213,-10.107,-1.4386
-3.2115,4.8276,-9.1374,0.98543,13.781,-9.2497,2.0134,-11.325,4.6854,1.2775,3.3665,-12.56,-2.6169,-3.4111,-5.757,3.5165,-5.3166,8.9766,3.3682,-0.16044,-3.7251,7.5534,-1.9695,0.39098,-23.543,-9.6633,1.6703,-26.47,-5.9355,-2.4052,-1.3584,1.478,-1.3702,12.302,-11.637,10.881,-0.971,-5.9334,3.6707,-13.113
18.272,-5.2647,-12.433,4.2301,-11.41,11.761,17.475,2.1034,-15.066,28.615,13.216,-10.37,-20.519,6.3889,-9.7661,-3.209,-4.9886,17.383,-1.6872,-5.0717,2.8671,5.221,-24.834,-7.1052,5.7917,-11.129,-17.442,14.402,4.2817,-3.6181,8.7252,11.557,-1.8356,12.794,-8.7929,4.6807,7.4518,25.676,12.811,4.8946
-6.4537,8.4139,12.18,6.4349,8.7089,14.847,-8.6698,3.4455,-1.7892,4.1939,-6.5451,-3.4664,-4.6918,8.1713,-6.7497,6.0039,-14.341,9.8132,-9.2093,5.6534,-3.871,14.708,9.9153,-4.0536,-14.899,-5.0792,-2.6927,0.18862,7.5765,-0.8862,-9.4048,-8.3946,-12.126,-12.588,-4.819,14.182,-1.9095,-8.9076,1.6032,5.7186
9.5659,2.668,-8.8372,1.279,-6.533,-2.9054,-3.3316,4.3733,5.0509,10.724,-10.692,1.6987,-4.3904,0.27764,10.038,-12.477,-5.8763,-10.234,-2.8071,8.2155,1.9627,-8.7606,-3.8512,4.2453,11.922,4.1234,1.2342,15.067,6.0296,5.9708,2.2647,2.8702,4.6091,-5.8184,9.2277,-6.9485,-4.0047,10.318,-5.5263,2.9805
-1.3969,-13.786,14.484,7.3094,2.0515,2.4506,-6.994,-2.9614,-11.107,-19.462,0.92283,0.88011,7.2636,-13.887,-4.2476,13.787,-3.0099,19.246,-1.5567,-2.5653,1.3563,-4.684,15.548,-0.0079763,-14.267,10.41,-5.0599,-2.4722,-19.138,-6.5985,7.1244,1.4785,-0.7882,12.643,-7.1416,13.443,-3.2959,3.455,8.027,-13.022
9.6787,-6.1982,-3.2604,7.712,-4.0668,-16.942,-2.7426,-7.77,7.6926,12.888,4.0181,-4.1418,-6.1983,3.5306,-5.0208,0.59421,-0.020428,-0.8709,15.142,-6.9169,-4.3498,12.604,-18.78,-4.6891,-21.004,-2.314,-0.98431,-12.416,8.9276,10.195,5.4852,8.1843,-15.818,9.4188,1.4942,-10.551,-8.9482,-6.0859,-4.1032,1.3645
-2.5492,10.705,-19.141,-10.765,12.654,-8.3445,2.0154,-13.1,1.3933,19.887,-3.4781,-10.034,15.658,5.6564,8.7906,-19.271,14.702,-1.0024,-13.2,1.7151,-7.468,1.9004,-12.731,9.2774,27.045,8.2231,-0.38731,-1.9715,6.2838,11.935,3.9827,-19.887,14.207,-7.5551,-12.386,-2.627,13.354,26.02,1.2213,9.5448
5.414,33.226,-28.056,14.06,5.941,12.083,-17.471,-0.84068,14.709,29.112,-18.041,-16.945,-12.42,-13.601,-10.687,-12.093,-37.618,13.519,-11.128,21.167,-6.9645,6.4089,0.028285,1.3992,-1.9816,-12.047,24.221,-1.091,11.676,6.6002,-19.318,13.496,-15.221,-16.822,-2.683,23.755,-18.307,10.52,-0.20212,-15.089
17.79,21.563,-31.33,6.175,-0.21775,-17.433,-10.172,-12.931,7.0097,36.177,-12.864,-19.448,-19.724,4.206,-7.1595,-35.314,-17.068,3.7782,7.3827,0.65282,-6.1343,19.507,-36.229,-11.015,-18.193,2.7586,9.9131,-17.348,11.978,8.6474,1.3267,2.4169,-19.488,9.1347,-12.707,15.021,-17.297,20.372,-0.97329,5.0985
-12.39,-33.291,17.585,-14.576,-11.936,4.7464,5.3751,-5.3776,-11.199,-4.9783,25.634,-1.9739,20.099,-5.5682,1.9588,26.041,29.432,-2.3827,4.8207,-5.85,-13.884,-22.392,14.763,12.558,41.109,9.6132,-8.9106,17.483,15.732,8.1277,15.474,0.19131,13.477,-2.4735,3.5497,-12.434,6.6803,3.8648,-0.90148,0.20735
0.60955,-12.629,3.4018,-5.9252,10.387,-1.7106,9.3407,-4.8854,-4.9196,-1.3329,4.7519,7.5507,4.7429,8.4192,1.5468,8.9369,11.372,3.741,5.4909,-4.4169,-4.6369,-2.1193,3.9156,0.39923,1.5082,-9.9784,-10.05,-2.2605,1.7501,-2.423,4.7233,-7.2704,7.6263,-1.1788,-5.7607,-12.38,11.693,0.63821,8.3608,7.4456
