-0.64901,0.69841,-0.30763,-1.1148,-1.2897,-1.1408,-1.0542,-0.37263,-0.3568,0.32947
-0.85189,0.26715,-1.1736,0.17173,-0.1244,0.082265,-1.661,-1.9304,0.052529,1.7836
-0.27516,0.3852,1.7352,2.4036,-0.41342,-1.117,-0.91996,0.75433,-0.80734,-0.65701
1.2708,0.69259,0.73712,0.08952,0.72754,1.1681,0.159,1.6359,1.3295,0.11415
0.60335,-0.16187,-0.21524,0.4225,-0.69318,-0.64592,-1.3374,-1.2624,0.1709,-1.1977
-0.55806,-0.30367,-1.4303,-0.49096,-1.9937,-0.82388,-0.04313,-1.1215,-0.98094,0.024216
-0.27646,-1.7469,-0.8382,-0.17404,-0.031975,0.35937,0.54589,1.3984,-0.20996,-1.6521
0.81604,0.12378,-0.98995,0.4679,-0.20556,0.67555,0.66445,1.59,1.1821,1.1503
-0.62368,-0.82733,0.98178,0.18865,0.2365,-1.2991,-0.14606,-0.18466,0.28253,-0.071003
-1.0854,0.9129,0.60923,-1.4893,-0.56184,-0.78568,-0.37711,1.106,0.1851,1.5529
