-0.64901,0.69841,-0.30763,-1.1148,-1.2897,-1.1408,-1.0542,-0.37263,-0.3568,0.32947,-0.57302,0.40659,-1.1039,0.20659,-0.10697,0.09098,-1.6566,-1.9282,0.053618,1.7841,0.65376,0.84967,1.9674,2.5198,-0.35537,-1.088,-0.90545,0.76158,-0.80371,-0.6552,0.77299,0.44366,0.61266,0.027288,0.69643,1.1525,0.15122,1.632,1.3276,0.11318,0.5791,-0.17399,-0.2213,0.41947,-0.6947,-0.64667,-1.3378,-1.2626,0.17081,-1.1978,-1.0822,-0.56573,-1.5614,-0.55647,-2.0265,-0.84026,-0.051319,-1.1255,-0.98299,0.023192
-0.27646,-1.7469,-0.8382,-0.17404,-0.031975,0.35937,0.54589,1.3984,-0.20996,-1.6521,-0.11932,-0.34389,-1.2238,0.35098,-0.26402,0.64632,0.64984,1.5827,1.1784,1.1485,0.034137,-0.49842,1.1462,0.27088,0.27761,-1.2785,-0.13578,-0.17953,0.2851,-0.069719,-0.97487,0.96818,0.63687,-1.4755,-0.55493,-0.78223,-0.37538,1.1068,0.18553,1.5531,1.0931,-0.40355,1.4698,1.2744,1.2064,-0.66412,0.40747,0.70645,-0.4423,0.46722,0.68181,0.76925,0.95961,-0.13522,-1.1994,-1.2419,-1.892,-1.2852,0.086301,0.11484
0.31467,0.84133,-0.27322,-0.41863,0.03722,1.1528,0.71527,-1.4768,-0.12603,-0.96664,0.44177,-0.053845,1.2545,1.2327,0.75413,-0.44175,-0.90764,-2.2285,-3.1571,-3.0155,-2.3375,-0.97327,-0.29813,-0.86201,-1.3081,0.3984,0.33454,-0.17936,-0.47227,0.15193,-1.3656,-0.49671,0.22758,1.3196,0.12353,0.050851,0.69539,1.7586,-0.34176,-1.6841,-1.251,-0.67754,0.041308,0.19492,-0.40769,0.45849,0.35115,-0.1474,0.017639,1.1092,0.98687,0.1496,-1.4754,-0.96882,-0.32988,-0.54096,0.1318,-0.9053,-0.76362,0.079147
-1.6435,-0.41741,-0.11162,1.2402,0.11219,-1.4325,-0.074512,0.90472,1.1077,1.9652,-0.20819,-1.0152,-0.094038,1.0114,2.5588,1.3786,0.931,1.1168,0.33302,0.144,0.15577,0.20271,1.7089,1.8074,0.58835,0.70293,-0.37522,-0.64109,-1.5233,-0.75795,-1.5956,1.479,1.4492,-0.52541,-0.69548,-0.79631,-1.9594,-0.12368,-0.37426,0.79378,0.75111,1.0849,0.8193,2.5011,1.1518,0.6781,1.2048,0.29266,0.098678,0.25845,-2.2395,-0.95217,-0.602,0.9587,0.13581,1.5652,1.0007,-0.035316,0.82787,0.52737
-0.36436,-0.26299,0.29269,1.36,0.44253,0.80654,0.56832,0.86471,0.6128,0.59035,-0.41774,0.07857,0.33712,0.49743,1.1918,1.4575,0.90939,0.10899,0.49271,0.13571,-0.15291,-0.14404,-0.34452,-0.43936,0.12783,-0.048166,1.1257,1.1438,-0.027153,-0.056201,-0.31106,0.10709,1.8345,2.3957,1.6402,0.65755,-0.18169,0.89926,0.56253,0.78916,0.48413,0.47116,0.28304,0.33313,0.24538,-0.0073148,-0.48975,-1.803,-1.3092,-1.4362,-0.24368,-0.75855,0.89886,0.88749,1.0436,0.63861,-0.60628,-0.44828,-0.62501,-1.4068
0.42039,-0.070673,1.1261,1.6141,0.37163,-0.78098,-1.189,-0.59542,-0.16478,-0.86525,-1.2452,-0.24686,-0.25607,0.22049,-0.45488,-1.9229,-0.9028,-0.49238,-0.84974,-0.028622,0.054368,0.44252,-1.8229,-0.52693,-0.54491,-0.18827,0.87131,-0.56639,-0.69517,0.10499,0.82078,0.42472,0.99398,1.4971,1.5042,0.34578,0.6895,1.0688,0.79811,1.3996,-0.66117,1.0866,1.0238,0.0049112,-0.4396,0.20689,-0.46019,0.5726,0.12339,0.33954,1.3998,-0.33065,-0.96938,0.64942,0.4246,2.6615,1.5681,0.88426,-0.48484,-0.85704
-1.5131,-1.7412,0.23115,-0.87521,-0.89328,0.9201,0.96117,0.98164,-0.74137,-0.53557,-0.10668,1.2318,0.02748,-0.44531,-0.967,0.64784,0.24916,-1.7377,-0.847,-1.407,-0.08432,-0.57636,-1.1156,-0.44042,0.33229,-0.15167,0.84337,0.47051,0.30923,1.7447,1.4572,-0.61013,0.0011903,-0.07946,0.51314,-0.49078,-1.0131,-1.5658,-0.94369,-1.9618,-0.84946,0.28239,0.64158,1.2421,-0.074569,0.65435,0.054296,1.0543,0.60071,-0.93371,-1.7262,-2.43,-2.4819,-1.3605,-1.5511,-3.1427,-0.10567,-0.29826,0.82268,0.14551
-0.16853,-0.15468,-0.11,1.7562,0.52248,2.8226,-0.050036,0.22635,-1.1593,-0.19076,-1.5641,-0.72967,-1.3587,1.0475,1.3212,2.0659,0.61073,-0.73004,-1.5943,-0.39167,0.95591,2.4739,1.9743,1.4391,3.4919,1.4598,-0.046372,-0.88397,-2.0629,0.26574,-1.2809,-1.3781,0.24399,-0.25914,2.7525,1.4662,0.063576,0.61841,-0.29426,-0.21238,-0.083659,1.695,-0.13078,0.5012,1.4796,0.024814,0.058399,-0.71199,1.1752,0.74599,0.74627,0.17497,0.4287,-0.24107,-2.2397,-0.98539,-1.215,-0.53956,0.86706,0.31651
-1.41,-0.8459,1.4042,1.9687,1.776,2.1976,0.70546,-0.63402,-0.92799,-0.75073,-1.6924,-0.70307,-0.77404,0.12131,-0.72169,-0.039542,-1.1111,-0.36252,-0.53898,-1.15,-0.85732,-0.18314,-0.10159,-0.019386,-0.96085,-0.15507,0.069734,1.0218,1.9463,1.2661,-0.94223,-1.1659,-1.0804,-0.74308,-0.63585,1.1019,-1.0921,0.59581,0.75894,0.90047,0.85483,0.60771,0.25397,-2.5275,-1.7942,-0.9111,0.21726,0.030685,-0.11351,-0.82559,-1.0849,0.002472,-1.1383,0.20917,-0.61,-0.8034,-0.37977,0.29731,-0.000383,-0.56151
-0.15314,-0.061743,0.68603,0.9483,-0.39723,-2.1421,-0.98247,0.28975,-2.4582,-0.65819,0.32938,0.017537,0.62245,0.85574,-0.2334,0.91185,1.4639,1.1112,1.2176,0.75781,-0.17187,0.14238,0.55443,-0.0029516,0.20544,-0.47625,0.23141,-0.52077,0.27342,-0.061433,0.68029,0.20571,-1.0302,0.15831,-0.94285,-0.2222,0.278,-0.32525,-0.96021,-1.0746,-1.4838,-1.1654,-1.3784,-2.4487,-0.67095,0.64823,-0.35624,-1.0547,-1.4006,0.61704,0.88293,0.50314,-0.25456,0.75143,0.17917,0.64735,0.49764,0.22368,-0.74753,1.3441
