-10.849,7.9289,-13.382,-1.2896,-4.9943,3.7752,9.4962,-6.926,-8.5362,7.5148,-3.3524,2.7052,1.0989,-4.3279,5.8261,3.8145,-3.5819,1.9816,8.8967,6.3291,2.2605,5.7976,1.6532,2.0791,6.4613,-1.6474,8.4998,-15.433,-4.1973,2.6165
10.096,-5.4641,22.896,2.6585,2.9533,-0.60757,-1.7804,6.3475,4.5846,-11.061,6.9542,-1.764,-6.5974,15.204,0.48018,-3.4684,-8.9224,4.0575,-6.9319,-6.7408,-9.3419,-3.9801,3.8834,-1.5636,-3.1721,0.13854,3.2149,10.933,10.547,-1.3026
-5.826,7.8002,-1.4644,-6.036,5.4621,5.1167,0.4279,6.9446,-0.98194,15.276,-3.2148,9.1848,1.7189,-7.0086,-1.8892,0.6741,-0.34711,3.1928,-2.7948,-7.0747,-6.9853,-0.15136,-4.7945,1.3246,-0.5082,6.9858,5.4292,-3.0488,2.2329,8.3773
2.7655,-0.69563,-8.4796,7.0476,-13.922,7.6105,1.7605,-2.3552,-10.324,-4.0934,-11.713,-8.2547,2.4369,8.4025,6.4883,16.693,2.0098,-29.995,-4.2845,20.168,11.32,-9.5888,-5.4519,6.1407,-9.0665,-6.9121,1.3811,-2.1952,-21.324,0.48486
21.673,2.0818,9.9671,-0.67599,7.3867,9.5958,0.52018,3.7813,4.1209,-8.2286,1.2522,8.7512,-7.2425,17.193,-8.2095,-6.2424,0.74122,-6.3224,-7.7022,10.134,0.62256,-4.8411,-10.438,1.3839,-21.588,2.7748,5.9518,7.24,-3.505,-4.9071
-3.4914,-3.2814,-9.8809,-2.1142,1.1121,-1.4256,0.37522,1.219,0.43231,4.8366,-5.476,4.5611,19.763,-14.686,-3.8638,2.5283,5.1189,-0.7022,11.901,3.5888,3.1301,1.6942,-2.0943,2.8333,3.9676,4.7196,-6.4589,5.4546,8.1505,-0.35543
8.6943,-2.0691,-3.1273,-19.96,12.01,2.1173,0.76541,1.7292,-4.5564,-0.4118,-7.2323,6.1893,8.993,2.1546,9.9386,9.8368,4.3202,-19.324,2.076,16.475,-1.6204,-3.3408,-17.749,-1.2718,-2.0134,16.028,-4.8523,1.6362,-0.46707,-5.2095
21.672,-2.7017,13.252,-1.3143,-5.0591,22.293,20.468,7.5877,-10.633,-8.8907,8.1717,16.289,-2.7519,24.734,-5.0666,-4.904,5.2165,-15.856,7.6462,5.9565,4.7764,-12.834,-7.8061,-5.7292,-5.6352,0.12236,6.2958,4.8825,-14.349,-2.4511
7.2661,-6.3006,2.6026,-8.8361,10.388,-0.58406,-3.1403,1.0304,-0.31759,-5.6455,0.40051,2.9647,8.9516,0.73033,2.6819,2.6387,1.5222,-5.9561,1.1381,5.9515,-2.6746,-1.8557,-8.1194,-2.4241,-1.2124,7.1717,-8.254,7.8185,7.2303,-3.7736
12.607,-16.983,20.356,-4.1241,2.6974,1.4333,1.7251,5.4091,0.47605,-12.171,11.806,3.1684,10.648,7.5322,-1.4529,-3.2936,5.7146,-2.0326,7.9362,-13.317,-4.6392,-6.0907,6.9095,-11.17,11.577,3.4037,-15.517,17.368,9.465,-1.3524
-8.0429,-10.351,2.3371,-0.29399,0.25158,-2.6876,5.8511,-1.3714,-5.5096,-9.6343,15.027,4.6863,9.9182,-4.7456,-1.0303,-10.677,-0.79211,14.085,11.118,-12.092,-2.7451,2.334,5.8089,-6.3063,18.658,0.66495,-9.9523,5.5641,14.467,-1.9634
0.41889,-15.445,4.132,7.3236,-0.86009,-12.005,-16.646,-2.4712,-1.1094,-11.005,2.4259,-12.119,11.255,0.76159,3.0443,3.4747,-0.61463,-3.7073,1.3306,2.3641,-6.0651,2.5815,8.9695,2.518,8.9968,-9.4132,-18.893,11.278,9.986,-3.8626
-3.2855,4.7224,-2.7123,6.3906,-3.6408,6.0431,6.2824,14.323,5.3587,13.177,-8.2095,0.8073,5.0192,-16.354,-10.167,6.3504,0.50443,1.1322,-0.44809,-6.2597,8.574,-11.856,-8.0671,1.826,-9.1765,-2.6467,7.5368,7.6759,-3.0347,6.6436
7.7497,2.0253,6.6286,2.2751,4.2188,6.776,-0.14892,13.696,-4.1332,6.0851,10.44,12.663,-12.028,9.6082,-13.371,-17.314,5.2349,4.2625,-4.6382,-5.6767,-8.2434,-4.3532,-10.504,0.80043,-3.4191,-5.9917,0.00014883,3.121,-6.1868,-1.4051
-20.47,-1.6441,-23.071,-15.917,8.9274,8.5667,10.423,-22.558,-18.992,-2.9561,8.7288,17.63,29.842,-17.508,9.4497,0.61404,-0.4569,9.7346,20.338,0.89391,-0.56015,15.061,4.6005,-8.4056,21.02,13.249,-9.8356,-12.341,15.571,7.2592
-5.9679,2.4826,-11.873,-6.7309,0.8995,7.9264,5.0272,4.6233,-9.2317,10.777,-7.9626,2.4079,9.5881,-11.503,4.3842,14.982,3.1052,-14.393,1.3673,6.0566,5.075,-8.1072,-13.644,-1.3818,-0.22918,2.7341,-0.88587,-2.1928,-9.8589,5.8828
0.027014,-7.4707,3.7739,-5.4023,9.8573,9.4134,16.27,5.7475,0.96096,-1.4807,10.925,17.101,25.002,-18.402,-10.816,-5.2521,-0.56929,20.637,21.281,-14.956,2.5462,-3.3246,-1.1631,-11.306,8.1382,7.2266,-4.0628,15.171,23.482,3.4778
3.391,11.196,7.0188,3.3794,-9.4923,-16.593,6.1167,23.804,32.771,9.2621,-13.064,-8.5248,-28.162,-6.8589,-15.561,-15.441,6.9588,6.4403,-14.855,-10.663,14.918,-12.691,-14.364,8.6536,-17.028,13.906,21.552,7.8141,-6.7886,-13.967
-4.734,-4.5268,-5.3884,4.7405,-10.702,13.02,10.313,-7.5365,-11.316,-1.9902,14.841,14.593,10.809,-0.76893,-10.239,-13.447,13.948,3.6261,13.535,-15.764,6.0603,2.4046,14.463,-8.6611,14.469,-3.0141,-10.536,-2.5055,-7.5535,7.8003
-15.042,6.1556,-15.577,-2.8407,7.433,-11.025,-1.8499,-14.499,4.4087,8.3107,3.3764,-3.0728,-1.2434,-19.849,2.7485,-4.1669,-3.5182,28.203,11.03,-5.427,-0.1476,18.139,9.8941,-4.3041,11.95,-4.6196,-1.0606,-15.374,10.023,-0.36812
-0.37097,5.2924,-4.2857,0.78776,-4.6881,-7.3863,-11.331,17.415,3.594,10.247,-17.379,-6.3252,-9.4476,2.5904,-1.3721,3.1991,3.9778,-23.378,-19.289,13.379,-1.1108,-10.44,-21.073,17.079,-13.542,5.3476,5.4061,3.6956,-12.484,-5.2928
-13.079,10.329,-8.6702,-0.90031,-2.621,-12.158,-3.8869,15.66,8.489,19.931,-17.355,-11.17,-10.856,-15.982,2.206,8.0953,-2.8984,-3.1977,-11.777,2.0062,1.3666,-6.8425,-15.815,10.592,-5.0328,3.0202,11.488,-3.5686,-5.364,-1.5953
7.6006,-4.1357,11.161,-13.512,11.628,5.4531,6.2904,0.87356,-4.1279,-0.054711,1.5083,1.4021,6.5337,1.5588,12.428,14.935,-6.697,-1.8765,7.948,-0.37783,-6.7395,-2.7656,-1.6075,-11.1,6.2009,3.6447,-1.2011,2.0961,7.5158,3.3794
