-0.16327,1.1301,-1.2046,0.46715,-0.54933,0.27516,0.82763,0.999,-0.34687,0.31133,-1.0034,0.67509,0.71024,-0.28818,-0.42155,0.44022,0.85547,-0.059026,1.443,2.2895
-0.74993,1.2715,-0.16637,0.1954,-0.13608,0.23876,0.46026,0.22895,0.90799,0.96986,0.50285,0.65169,0.43144,-1.0474,0.76718,1.9502,0.89649,-1.3108,-0.54358,-1.146
0.0098742,-0.060313,-0.59299,-0.87807,0.24647,0.27869,1.2172,0.22311,-1.6007,1.4049,-0.39135,-0.2928,0.91935,-0.46593,0.14262,-1.8346,-0.94344,1.3495,1.1752,1.5773
-0.22833,-0.089847,0.88404,-0.81532,-0.13068,0.43023,-1.6542,-0.86869,-0.7449,-0.33961,1.104,-0.54375,-0.23121,-0.083854,-1.1597,-1.0693,-1.3677,0.34979,0.11732,0.16075
-1.967,1.9601,-2.1381,-0.57488,1.1158,2.2538,0.46679,1.7509,-0.66103,1.3921,-1.0619,1.5405,2.4078,-1.3817,-0.46313,0.38641,0.94444,-1.217,1.5792,-0.68321
-0.51107,0.45992,0.49362,-0.89659,0.37893,0.27643,0.13954,-0.58129,-0.04512,1.5584,0.98103,-0.35086,0.34908,-1.3497,0.41195,0.076305,-1.1095,-0.13469,-0.67222,-0.80887
1.7659,-2.1619,0.97175,0.42,-0.38434,-1.6354,0.71639,-0.9562,-0.12792,-0.97074,-0.022111,-1.0547,-1.4733,1.6727,0.98384,-1.0416,-0.32349,1.4641,-0.87344,0.12286
0.74473,-0.41558,0.004205,0.17036,0.10326,-0.68376,-0.015075,-0.34793,0.31323,-0.69957,-0.52732,-0.73094,-0.91773,0.14306,-0.51117,0.49335,-0.64113,0.38184,-0.78268,0.64903
-0.9283,0.30306,-0.6252,-0.92387,1.2703,0.62797,-0.58141,0.71067,-0.46066,0.35696,0.19348,-0.054038,0.89708,-0.45821,0.49547,-0.79516,0.15045,0.013745,0.71507,-0.29823
-1.223,1.4653,-2.1082,2.4407,-0.61324,2.1327,-0.49646,2.3663,1.4448,-1.56,-2.9222,3.0566,1.4385,0.70761,-2.5504,1.6394,2.8535,-2.6177,1.7819,-0.37085
0.24895,-0.16043,0.7687,-1.7376,1.0531,-1.0979,0.70335,-1.1954,-0.46269,1.3405,1.8286,-1.6509,-0.63741,-1.0664,2.2983,0.55145,-1.1358,0.79136,-1.7925,-1.2479
0.58625,-1.4161,1.3804,0.38752,0.20349,-1.3028,-0.41542,-0.44323,1.3659,-0.16337,0.76565,-0.767,-0.90508,0.37487,1.2528,-0.6191,-0.26183,0.30742,-1.0945,-0.4445
-0.38388,-0.78967,0.49624,0.49222,0.59927,0.17776,-1.4864,0.37266,1.2044,-0.97989,0.15198,0.31757,-0.10578,0.65372,0.014946,-0.5245,0.52758,-0.73848,-0.26048,-1.5569
1.0798,-0.97938,1.3117,1.5179,-1.5243,-0.79028,-0.70094,-0.84184,1.255,-1.5336,-0.04114,0.05729,-1.4909,1.2521,-1.0844,0.46914,-0.025918,-0.30411,-0.90181,-0.0028585
1.7405,-0.64732,0.30874,-0.065179,-1.1795,-1.1411,2.0676,-1.3482,-1.3808,-0.14795,0.1289,-0.63857,-1.1876,0.96402,0.70922,0.7241,-0.21733,1.1718,-1.0065,-0.12826
0.10323,0.0049078,0.0094426,-0.10077,-0.053527,0.073074,1.2675,-0.25384,-0.16193,1.0592,-0.1462,0.1377,0.25764,-0.41612,0.48081,0.15687,-0.28122,0.067773,-0.42206,-0.70116
1.6982,-0.78947,0.76288,0.87415,-2.4175,-1.0225,0.61556,-1.038,-1.2382,-1.3508,-0.018483,-0.12299,-1.2126,1.9349,-0.64666,-0.56087,0.26618,1.2571,0.64862,2.0639
-0.72367,0.56417,-0.96287,0.77102,1.1445,0.008739,-0.79352,1.4617,1.9369,-0.59024,-1.0924,0.39015,0.26205,-0.56931,-0.10634,1.1789,0.98932,-1.1121,0.081713,0.42464
-1.0118,0.85336,-0.36377,-1.7518,1.7218,0.60227,-1.6974,-0.07427,-0.44916,0.14438,0.73766,-1.0329,0.17452,-1.4556,-0.55703,0.17449,-1.4232,-0.033977,-0.29717,-0.036717
-0.087188,-0.50243,0.7703,0.0076835,-0.84841,0.29816,-0.64099,-0.16444,-0.74825,-0.20187,0.8324,0.41275,0.31386,0.87955,-0.056781,-1.7956,0.24718,0.37338,1.105,0.13753
