0.20463,0.35577,-0.46819,0.80564,-0.68896,-0.40937,-0.078579,0.76453,0.33968,-0.37267,-0.64435,0.19408,0.034337,0.13481,-0.56278,-0.13045,0.50129,0.19306,1.2488,2.1265
-1.0039,1.4774,0.27145,-0.16981,-0.30641,0.13623,-0.12508,-0.020651,0.76199,1.05,1.3697,0.45243,0.36563,-1.1772,1.2697,1.8006,0.83338,-1.2951,-0.51055,-0.83328
0.091343,-0.71034,-0.17776,-0.20346,0.34781,0.38546,0.55043,0.20327,-0.58219,0.69536,-0.74128,-0.12308,0.59406,-0.038615,-0.70632,-1.8416,-1.0085,0.88397,0.7451,0.64996
0.53376,-0.28109,1.7081,-0.95234,-0.35543,-0.35731,-1.3722,-1.9531,-0.50664,-0.12342,1.4382,-1.2136,-1.2346,-0.3541,-0.98257,0.047153,-1.9179,0.50705,-1.4836,-0.33864
-2.5957,2.1856,-2.883,-0.28842,1.1747,2.927,0.66174,2.2962,-0.40513,1.4374,-1.0981,2.2386,3.0405,-1.2261,-0.27469,0.77135,1.7703,-1.9345,1.8537,-1.4129
-0.95194,1.2879,-0.06255,-1.1956,0.2102,0.97999,1.0149,-0.53207,-0.63801,2.2447,0.9289,0.14339,0.92864,-1.7718,0.36214,0.79243,-0.73986,-0.54197,-0.54301,-1.0519
1.33,-2.0504,0.17645,0.39739,0.13895,-0.8645,0.79022,-0.062486,-0.57747,-1.0889,-0.87045,-0.50788,-0.60893,1.8137,0.55195,-1.9303,-0.056397,1.4738,0.32944,0.41522
0.95755,-0.95366,0.38407,-0.083472,0.74346,-1.3092,-0.39898,-0.43001,0.64394,-0.75011,-0.27819,-1.3175,-1.2757,0.094958,0.085248,-0.048223,-0.9443,0.79145,-1.1543,0.66745
-0.35732,-0.30147,-0.34839,-0.33063,0.99203,0.24998,-0.5794,0.41418,0.01595,-0.24999,-0.093739,-0.063289,0.29503,0.15784,0.47712,-0.45969,0.20802,-0.024912,0.090754,-0.60765
-1.0866,1.495,-2.1375,2.6008,-0.92545,1.6004,-0.44066,2.3389,1.7725,-1.3608,-2.481,2.6374,1.2219,0.45693,-2.46,1.732,2.5969,-2.374,1.7065,0.26872
-0.59537,0.42861,0.24435,-1.8475,1.2524,-0.18507,0.60276,-0.54211,-0.72966,1.5261,1.6991,-0.77205,0.28536,-1.0986,2.6149,0.39639,-0.29015,0.17401,-0.95454,-1.3413
1.1334,-1.1582,1.1314,0.58444,-0.50382,-1.2565,0.58124,-0.61963,0.5912,-0.13986,0.012865,-0.65163,-0.99216,0.50591,0.49478,-0.50101,-0.53318,0.72959,-0.75553,0.49613
-0.30546,-0.47302,0.48963,0.30808,0.41333,0.12096,-1.4772,0.19169,0.83326,-0.76838,0.29396,0.23195,-0.13207,0.49026,0.19209,-0.1563,0.44837,-0.60044,-0.32395,-1.0855
0.95352,-0.3946,1.1366,0.53163,-1.2531,-0.83372,-0.32596,-0.96618,0.23915,-0.71778,0.35447,-0.42317,-1.2182,0.51208,-0.76892,0.30522,-0.47681,0.27553,-0.63248,0.59587
1.0484,-0.49996,-0.34271,0.19752,-0.74174,-0.29219,2.1648,-0.38503,-1.1456,-0.20491,-0.56591,0.096443,-0.29398,0.95041,0.22758,-0.041451,0.22611,0.70125,-0.019062,-0.078753
-0.24957,0.17441,0.0052901,0.1978,-0.097642,0.52603,1.1218,-0.044111,0.27126,1.0388,-0.31182,0.50246,0.5023,-0.53219,-0.11386,0.18414,-0.20785,-0.40949,-0.30808,-0.70391
1.6536,-0.86925,0.44054,0.55488,-2.1203,-0.81734,0.78147,-0.7535,-1.8097,-1.4011,-0.32036,-0.19857,-0.90087,1.9616,-0.95268,-1.2615,0.074959,1.6107,1.3046,1.9675
-0.17389,0.1205,-0.23449,1.0341,0.77448,-1.0552,-1.4936,1.1254,2.4345,-0.90028,-0.57468,-0.23361,-0.51757,-0.38666,0.28642,0.88573,0.65975,-0.60766,-0.16877,1.2134
-0.66694,0.44605,0.095365,-2.0561,2.1583,-0.19396,-1.7888,-0.59848,-0.088604,0.30748,1.3296,-1.5408,-0.44253,-1.4761,0.84058,0.75223,-1.2824,0.060218,-1.5217,-0.7992
0.080379,-0.27941,0.57133,-0.084952,-1.2127,0.64827,-0.18901,-0.42681,-1.4205,-0.22164,0.55307,0.5485,0.34886,0.98289,-0.58065,-1.2967,0.13832,0.38735,1.0967,-0.14771
